Index,Name,User_Id,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Rating
204,Super Mario Bros.,10299,G,1999,Platform,Nintendo,3.4,1.3,0.15,0.22,5.07,89,51,8,233,E
205,The Last of Us,10251,PS4,2014,Action,Sony Computer Entertainment,2.04,2.12,0.07,0.83,5.06,89,51,8,233,E
206,Resident Evil,10250,PS,1996,Action,Virgin Interactive,2.05,1.16,1.11,0.73,5.05,91,8,9,268,M
207,Grand Theft Auto: Vice City Stories,10222,PSP,2006,Action,Take-Two Interactive,1.7,1.99,0.16,1.19,5.03,86,50,8,152,M
208,Tony Hawks Pro Skater,10289,PS,1999,Sports,Activision,3.42,1.38,0.02,0.2,5.02,92,18,9.2,69,T
209,Warzone 2100,10255,PS,1999,Strategy,Eidos Interactive,2.79,1.89,0,0.33,5.01,92,18,9.2,69,T
210,Spyro the Dragon,10259,PS,1998,Platform,Sony Computer Entertainment,3.36,1.36,0.07,0.21,5,92,18,9.2,69,T
211,Guitar Hero III: Legends of Rock,10223,PS2,2007,Misc,Activision,3.49,0.01,0.01,1.48,4.98,82,24,8.2,47,T
212,Links Crossbow Training,10209,Wii,2007,Shooter,Nintendo,3.05,1.17,0.29,0.46,4.98,68,34,7.1,47,T
213,Fallout 3,10249,X360,2008,Role-Playing,Bethesda Softworks,3.4,0.99,0.09,0.45,4.94,93,84,8.5,1658,M
214,Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness,10288,DS,2007,Role-Playing,Nintendo,1.83,1.19,1.54,0.37,4.93,93,84,8.5,1658,M
215,Super Smash Bros. for Wii U and 3DS,10226,WiiU,2014,Fighting,Nintendo,2.63,1.1,0.82,0.38,4.93,93,84,8.5,1658,M
216,Uncharted: Drakes Fortune,10282,PS3,2007,Action,Sony Computer Entertainment,2.32,1.72,0.12,0.77,4.92,88,66,8.1,2332,T
217,Madden NFL 06,10292,PS2,2005,Sports,Electronic Arts,3.98,0.26,0.01,0.66,4.91,88,29,8,121,E
218,Diddy Kong Racing,10202,N64,1997,Racing,Nintendo,2.91,0.99,0.89,0.1,4.88,88,29,8,121,E
219,Monster Hunter Freedom 3,10286,PSP,2010,Role-Playing,Capcom,0,0,4.87,0,4.87,88,29,8,121,E
220,StarCraft II: Wings of Liberty,10248,PC,2010,Strategy,Activision,2.58,1.69,0,0.59,4.85,93,82,8.2,3057,T
221,Dr. Mario,10278,NES,1990,Puzzle,Nintendo,2.62,0.6,1.52,0.1,4.85,93,82,8.2,3057,T
222,Assassins Creed,10219,PS3,2007,Adventure,Ubisoft,1.91,2,0.09,0.82,4.82,81,40,7.3,777,M
223,God of War III,10204,PS3,2010,Action,Sony Computer Entertainment,2.74,1.34,0.12,0.61,4.8,92,101,8.7,2647,M
224,Uncharted: The Nathan Drake Collection,10300,PS4,2015,Action,Sony Computer Entertainment,2.13,1.79,0.09,0.79,4.8,86,78,8.1,1289,T
225,Crash Team Racing,10266,PS,1999,Racing,Sony Computer Entertainment,2.57,1.57,0.44,0.21,4.79,88,20,9,239,E
226,LEGO Star Wars: The Complete Saga,10228,DS,2007,Action,LucasArts,2.83,1.48,0,0.45,4.76,80,9,5.4,46,E
227,Driver 2,10218,PS,2000,Action,Atari,2.36,2.1,0.02,0.25,4.73,62,14,7.7,93,T
228,Batman: Arkham City,10233,X360,2011,Action,Warner Bros. Interactive Entertainment,2.99,1.27,0.04,0.42,4.73,94,87,8.7,1477,T
229,The Simpsons: Hit & Run,10296,PS2,2003,Racing,Vivendi Games,1.73,2.19,0,0.79,4.7,94,87,8.7,1477,T
230,Tony Hawks Pro Skater 2,10294,PS,2000,Sports,Activision,3.05,1.41,0.02,0.2,4.68,98,19,7.7,301,T
231,The Lord of the Rings: The Two Towers,10261,PS2,2002,Action,Electronic Arts,1.94,1.95,0.08,0.7,4.67,82,32,8.2,78,T
232,Tomb Raider,10286,PS,1996,Action,Eidos Interactive,2.29,1.97,0.13,0.24,4.63,91,13,8.6,149,T
233,Animal Crossing: City Folk,10257,Wii,2008,Simulation,Nintendo,1.83,1.12,1.32,0.36,4.62,73,50,7.6,120,E
234,Luigis Mansion: Dark Moon,10270,3DS,2013,Action,Nintendo,1.82,1.39,1.12,0.29,4.62,86,74,8.4,461,E
235,Minecraft,10205,PS4,2014,Misc,Sony Computer Entertainment Europe,1.62,2.13,0.14,0.73,4.62,86,74,8.4,461,E
236,Halo 5: Guardians,10270,XOne,2015,Shooter,Microsoft Game Studios,2.86,1.29,0.03,0.42,4.61,84,101,6.4,2455,T
237,The Legend of Zelda: A Link to the Past,10216,SNES,1991,Action,Nintendo,2.42,0.91,1.15,0.13,4.61,84,101,6.4,2455,T
238,The Legend of Zelda: The Wind Waker,10211,GC,2002,Action,Nintendo,2.6,0.99,0.89,0.13,4.6,96,80,8.9,977,E
239,Guitar Hero III: Legends of Rock,10236,Wii,2007,Misc,Activision,3.04,1.11,0,0.43,4.6,86,36,8.4,87,T
240,Forza Motorsport 4,10282,X360,2011,Racing,Microsoft Game Studios,2.08,1.97,0.06,0.46,4.57,91,83,8.2,619,E
241,Splatoon,10221,WiiU,2015,Shooter,Nintendo,1.56,1.24,1.48,0.26,4.54,81,88,8.5,1189,E10+
242,Mario & Sonic at the Olympic Winter Games,10298,Wii,2009,Sports,Sega,1.87,1.96,0.22,0.48,4.53,81,88,8.5,1189,E10+
243,Madden NFL 2005,10227,PS2,2004,Sports,Electronic Arts,4.18,0.26,0.01,0.08,4.53,91,30,7.9,78,E
244,Guitar Hero III: Legends of Rock,10290,X360,2007,Misc,Activision,3.19,0.91,0.01,0.42,4.53,85,69,7.9,167,T
245,The Legend of Zelda: Ocarina of Time,10256,3DS,2011,Action,Nintendo,2.18,1.38,0.63,0.32,4.51,85,69,7.9,167,T
246,Pitfall!,10247,2600,1981,Platform,Activision,4.21,0.24,0,0.05,4.5,85,69,7.9,167,T
247,Madden NFL 07,10207,PS2,2006,Sports,Electronic Arts,3.63,0.24,0.01,0.61,4.49,84,29,8.2,39,E
248,Spider-Man: The Movie,10204,PS2,2002,Action,Activision,2.71,1.51,0.03,0.23,4.48,76,25,7.9,42,E
249,Super Mario 3D World,10239,WiiU,2013,Platform,Nintendo,2.18,1.23,0.73,0.34,4.47,93,83,9,1615,E
250,Dragon Quest VII: Warriors of Eden,10211,PS,2000,Role-Playing,Enix Corporation,0.2,0.14,4.1,0.02,4.47,93,83,9,1615,E
251,God of War,10254,PS2,2005,Action,Sony Computer Entertainment,2.71,1.29,0.02,0.43,4.45,94,75,8.9,1007,M
252,Nintendo Land,10275,WiiU,2012,Misc,Nintendo,2.52,1.11,0.46,0.33,4.42,77,61,7.9,473,E10+
253,Tony Hawks Pro Skater 3,10254,PS2,2001,Sports,Activision,2.66,1.29,0.01,0.46,4.41,97,34,7.5,298,T
254,Winning Eleven: Pro Evolution Soccer 2007,10268,PS2,2006,Sports,Konami Digital Entertainment,0.1,2.39,1.05,0.86,4.39,86,19,8.9,33,E
255,The Elder Scrolls IV: Oblivion,10276,X360,2006,Role-Playing,Take-Two Interactive,2.83,1.03,0.13,0.4,4.39,94,90,8.7,1113,M
256,Zelda II: The Adventure of Link,10224,NES,1987,Adventure,Nintendo,2.19,0.5,1.61,0.08,4.38,94,90,8.7,1113,M
257,Call of Duty: Advanced Warfare,10243,PS3,2014,Shooter,Activision,1.57,1.93,0.19,0.69,4.38,94,90,4.8,207,M
258,Fallout 4,10255,XOne,2015,Role-Playing,Bethesda Softworks,2.59,1.37,0.01,0.4,4.37,88,39,6.2,1759,M
259,Need for Speed: Most Wanted,10236,PS2,2005,Racing,Electronic Arts,2.03,1.79,0.08,0.47,4.37,82,36,9.1,138,T
260,Michael Jackson: The Experience,10202,Wii,2010,Misc,Ubisoft,2.64,1.33,0.01,0.39,4.36,56,37,8.3,32,E10+
261,Resistance: Fall of Man,10219,PS3,2006,Shooter,Sony Computer Entertainment,1.74,1.72,0.14,0.75,4.35,86,70,8.1,718,M
262,Sonic the Hedgehog,10297,GEN,1991,Platform,Sega,3.03,0.91,0.26,0.13,4.34,86,70,8.1,718,M
263,Kingdom Hearts II,10211,PS2,2005,Role-Playing,Square Enix,2.2,0.58,1.38,0.17,4.33,87,64,9,778,E10+
264,Call of Duty: Advanced Warfare,10289,X360,2014,Shooter,Activision,2.79,1.13,0,0.4,4.32,87,64,4.9,221,M
265,Asteroids,10235,2600,1980,Shooter,Atari,4,0.26,0,0.05,4.31,87,64,4.9,221,M
266,FIFA 15,10230,PS3,2014,Sports,Electronic Arts,0.58,3.02,0.04,0.64,4.28,87,64,4.5,110,E
267,Fable II,10266,X360,2008,Role-Playing,Microsoft Game Studios,2.51,1.24,0.11,0.41,4.27,89,95,6.5,2427,M
268,Batman: Arkham Asylum,10251,PS3,2009,Action,Eidos Interactive,2.24,1.31,0.07,0.61,4.24,91,70,8.9,1130,T
269,Namco Museum,10204,GBA,2001,Misc,Namco Bandai Games,3,1.11,0.05,0.07,4.24,79,10,7.3,6,E
270,Metal Gear Solid 3: Snake Eater,10222,PS2,2004,Action,Konami Digital Entertainment,1.46,0,0.83,1.93,4.23,91,68,9.3,968,M
271,FIFA 14,10269,X360,2013,Sports,Electronic Arts,0.93,2.89,0.01,0.4,4.22,84,41,4.2,436,E
272,Assassins Creed: Revelations,10260,PS3,2011,Action,Ubisoft,1.41,2.01,0.1,0.7,4.22,80,39,7.5,620,M
273,Daxter,10204,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.01,0,0.75,4.21,85,59,8.7,109,E10+
274,Warcraft II: Tides of Darkness,10220,PC,1995,Strategy,Activision,1.7,2.27,0,0.23,4.21,85,59,8.7,109,E10+
275,FIFA Soccer 06,10228,PS2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,80,32,7.8,47,E
276,EyeToy Play,10208,PS2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,80,32,7.5,22,E
277,Assassins Creed: Revelations,10298,X360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.2,80,77,7.2,570,M
278,Gran Turismo 5 Prologue,10216,PS3,2007,Racing,Sony Computer Entertainment,1.28,1.82,0.57,0.52,4.19,80,67,7.1,120,E
279,FIFA 12,10208,X360,2011,Sports,Electronic Arts,0.85,2.78,0.02,0.53,4.18,80,67,7.1,120,E
280,Teenage Mutant Ninja Turtles,10273,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,80,67,7.1,120,E
281,Street Fighter IV,10218,PS3,2009,Fighting,Capcom,2.03,1.04,0.58,0.52,4.17,94,61,7.3,331,T
282,Excitebike,10252,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,94,61,7.3,331,T
283,Frogger,10264,PS,1997,Action,Hasbro Interactive,3.79,0.27,0,0.11,4.16,94,61,7.3,331,T
284,Madden NFL 2003,10241,PS2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,95,25,7.7,65,E
285,The Witcher 3: Wild Hunt,10278,PS4,2015,Role-Playing,Namco Bandai Games,1.07,2.22,0.23,0.62,4.14,92,79,9.2,10270,M
286,Half-Life,10241,PC,1997,Shooter,Vivendi Games,4.03,0,0.09,0,4.12,96,24,9.1,3179,M
287,Super Mario World 2: Yoshis Island,10226,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,96,24,9.1,3179,M
288,FIFA Soccer 07,10287,PS2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,96,24,9.1,3179,M
289,Street Fighter II Turbo,10248,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,96,24,9.1,3179,M
290,Watch Dogs,10258,PS4,2014,Action,Ubisoft,1.4,1.93,0.11,0.65,4.09,80,80,6.3,3018,M
291,World of Warcraft: The Burning Crusade,10295,PC,2007,Role-Playing,Activision,2.57,1.52,0,0,4.09,91,46,7.9,789,T
292,Batman: Arkham Knight,10300,PS4,2015,Action,Warner Bros. Interactive Entertainment,1.59,1.73,0.11,0.66,4.09,87,89,7.6,2715,M
293,God of War II,10216,PS2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,93,70,8.9,718,M
294,Far Cry 4,10285,PS4,2014,Shooter,Ubisoft,1.15,2.18,0.1,0.63,4.06,85,83,7.7,1663,M
295,Fallout: New Vegas,10231,X360,2010,Role-Playing,Bethesda Softworks,2.66,1.03,0.04,0.33,4.06,84,81,8.1,775,M
296,World Soccer Winning Eleven 9,10206,PS2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,84,81,8.2,23,E
297,Carnival Games,10220,Wii,2007,Misc,Take-Two Interactive,2.12,1.47,0.05,0.42,4.05,56,27,6,44,E
298,Forza Motorsport 2,10272,X360,2007,Racing,Microsoft Game Studios,2.35,1.27,0.03,0.41,4.05,90,66,8.3,381,E
299,Namco Museum Vol.3,10235,PS,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,90,66,8.3,381,E
300,Tekken Tag Tournament,10216,PS2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,85,25,8.5,118,T
301,Star Fox 64,10217,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,85,25,8.5,118,T
302,Golf,10264,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,85,25,8.5,118,T
303,Tom Clancys The Division,10297,PS4,2016,Shooter,Ubisoft,1.37,1.85,0.15,0.63,4,80,64,7,2234,M
304,Assassins Creed: Unity,10278,PS4,2014,Action,Ubisoft,1.2,2.09,0.08,0.63,3.99,70,40,4.9,2069,M
305,Namco Museum: 50th Anniversary,10235,PS2,2005,Misc,Namco Bandai Games,2.08,1.35,0,0.54,3.98,61,21,4.9,2069,E10+
306,Left 4 Dead 2,10227,X360,2009,Shooter,Electronic Arts,2.67,0.87,0.05,0.38,3.97,89,76,8.6,684,M
307,Fallout 3,10213,PS3,2008,Role-Playing,Bethesda Softworks,2.16,1.13,0.07,0.59,3.95,90,57,8,916,M
308,The Legend of Zelda: Skyward Sword,10218,Wii,2011,Action,Nintendo,2.03,1.17,0.37,0.38,3.95,93,81,7.9,1972,E10+
309,Professor Layton and the Diabolical Box,10211,DS,2007,Puzzle,Nintendo,0.9,1.76,0.92,0.37,3.94,84,65,8.8,73,E10+
310,The Elder Scrolls V: Skyrim,10206,PC,2011,Role-Playing,Bethesda Softworks,1.16,2.16,0,0.6,3.92,94,32,8.1,9142,M
311,Nintendogs + cats,10204,3DS,2011,Simulation,Nintendo,1.44,1.47,0.73,0.27,3.92,94,32,8.1,9142,M
312,Monster Hunter 4 Ultimate,10249,3DS,2014,Role-Playing,Nintendo,0.7,0.48,2.62,0.11,3.92,86,80,8.7,348,T
313,Star Wars Battlefront (2015),10245,XOne,2015,Shooter,Electronic Arts,2.24,1.3,0.02,0.35,3.91,86,80,8.7,348,T
314,Donkey Kong Land,10223,G,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,86,80,8.7,348,T
315,EA Sports Active,10232,Wii,2009,Sports,Electronic Arts,2.09,1.35,0.06,0.4,3.91,81,27,8.7,39,E
316,NBA 2K16,10212,PS4,2015,Sports,Take-Two Interactive,2.51,0.66,0.04,0.69,3.9,87,51,6.7,369,E10+
317,Tony Hawks Underground,10239,PS2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,90,38,8.7,121,T
318,Tekken 5,10227,PS2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,88,62,8.7,233,T
319,Dragon Warrior III,10249,NES,1988,Role-Playing,Enix Corporation,0.1,0,3.77,0,3.87,88,62,8.7,233,T
320,MotorStorm,10274,PS3,2006,Racing,Sony Computer Entertainment,1.53,1.6,0.06,0.67,3.87,84,9,7.3,224,T
321,World Soccer Winning Eleven 8 International,10299,PS2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,91,26,9.1,38,E
322,Sports Champions,10236,PS3,2010,Sports,Sony Computer Entertainment,2.13,1.12,0.1,0.5,3.85,76,64,7.9,104,E10+
323,Namco Museum Vol.1,10247,PS,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,76,64,7.9,104,E10+
324,Call of Duty: Ghosts,10293,PS4,2013,Shooter,Activision,1.78,1.43,0.05,0.57,3.83,78,49,3.7,1570,M
325,The Legend of Zelda: Links Awakening,10201,G,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,78,49,3.7,1570,M
326,Flash Focus: Vision Training in Minutes a Day,10279,DS,2007,Misc,Nintendo,0.86,1.56,1.05,0.35,3.83,59,22,4,4,E
327,Big Brain Academy: Wii Degree,10209,Wii,2007,Misc,Nintendo,1.05,1.91,0.41,0.42,3.79,68,33,6.9,39,E
328,Resident Evil Directors Cut,10255,PS,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,68,33,6.9,39,E
329,Mario & Luigi: Bowsers Inside Story,10277,DS,2009,Role-Playing,Nintendo,2.23,0.47,0.81,0.26,3.77,68,33,6.9,39,E
330,LEGO Indiana Jones: The Original Adventures,10296,X360,2008,Action,Activision,2.4,1.01,0,0.36,3.76,77,60,7.5,65,E10+
331,The Sims: Unleashed,10261,PC,2002,Simulation,Electronic Arts,2.03,1.56,0,0.17,3.76,79,21,7.7,30,T
332,Ratchet & Clank: Size Matters,10257,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.39,0.1,0.86,3.74,79,21,7.7,30,T
333,Harry Potter and the Sorcerers Stone,10287,PS,2001,Action,Electronic Arts,1.37,2,0.14,0.22,3.73,64,11,7.5,43,E
334,Assassins Creed IV: Black Flag,10232,PS3,2013,Action,Ubisoft,1.33,1.69,0.13,0.57,3.72,88,36,8.1,846,M
335,Mario & Sonic at the London 2012 Olympic Games,10296,Wii,2011,Sports,Sega,1.12,1.87,0.27,0.45,3.72,88,36,8.1,846,M
336,Resident Evil 3: Nemesis,10294,PS,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,88,36,8.1,846,M
337,Super Paper Mario,10245,Wii,2007,Platform,Nintendo,1.95,0.86,0.59,0.31,3.72,85,56,7.9,423,E
338,Spyro: Year of the Dragon,10253,PS,2000,Platform,Sony Computer Entertainment,1.93,1.58,0,0.19,3.71,91,15,8.8,210,E
339,FIFA Soccer 2005,10250,PS2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,81,27,7.6,56,E
340,Pok\xc3\xa9mon Trading Card Game,10220,G,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,81,27,7.6,56,E
341,Friend Collection,10292,DS,2009,Misc,Nintendo,0,0,3.67,0,3.67,81,27,7.6,56,E
342,Tony Hawks Pro Skater 4,10207,PS2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,94,27,8.5,129,T
343,MySims,10291,DS,2007,Simulation,Electronic Arts,1.58,1.59,0.08,0.41,3.66,67,15,6.9,14,E
344,Midnight Club 3: DUB Edition,10229,PSP,2005,Racing,Take-Two Interactive,1.65,1.21,0,0.79,3.65,74,34,8.4,31,E10+
345,Banjo-Kazooie,10293,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,74,34,8.4,31,E10+
346,SOCOM: U.S. Navy SEALs,10298,PS2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,82,42,7.9,83,M
347,Jak and Daxter: The Precursor Legacy,10234,PS2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,90,35,8.7,314,E
348,Pokemon Snap,10292,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,90,35,8.7,314,E
349,Pro Evolution Soccer 2008,10216,PS2,2007,Sports,Konami Digital Entertainment,0.05,0,0.64,2.93,3.63,82,10,7.9,38,E
350,Resident Evil 4,10250,PS2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,96,38,8.9,1025,M
351,FIFA Soccer 10,10245,PS3,2009,Sports,Electronic Arts,0.6,2.45,0.05,0.52,3.62,91,56,7.5,204,E
352,Guitar Hero: World Tour,10278,Wii,2008,Misc,Activision,2.32,0.96,0,0.34,3.62,86,18,7.6,71,T
353,Battlefield 4,10230,PS4,2013,Shooter,Electronic Arts,1.37,1.55,0.17,0.52,3.61,85,18,6.9,1586,M
354,Star Wars: Battlefront,10295,PS2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,82,36,8.7,143,T
355,Doom II: Hell on Earth,10267,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0,0.16,3.61,82,36,8.7,143,T
356,The Simpsons: Road Rage,10280,PS2,2001,Racing,Electronic Arts,2.02,1.17,0,0.42,3.61,64,23,7.7,32,T
357,Luigis Mansion,10263,GC,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,78,34,8.6,162,E
358,Just Dance 2014,10280,Wii,2013,Misc,Ubisoft,1.89,1.39,0,0.31,3.59,78,34,6.2,10,E10+
359,Star Wars: Battlefront II,10274,PS2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,84,30,9,268,T
360,Cooking Mama 2: Dinner With Friends,10213,DS,2007,Simulation,505 Games,1.6,1.49,0.1,0.39,3.58,70,39,8,9,E
361,WWF SmackDown!,10223,PS,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,70,39,8,9,E
362,Croc: Legend of the Gobbos,10222,PS,1997,Platform,Fox Interactive,1.57,1.79,0,0.2,3.56,70,39,8,9,E
363,Call of Duty: Infinite Warfare,10203,XOne,2016,Shooter,Activision,2.25,0.98,0,0.33,3.56,78,18,3.2,315,M
364,Assassins Creed: Unity,10204,XOne,2014,Action,Ubisoft,2.32,0.9,0,0.33,3.56,72,59,4.1,1008,M
365,Grand Theft Auto: Liberty City Stories,10249,PS2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,78,49,7.8,112,M
366,The Getaway,10213,PS2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,72,49,6.8,89,M
367,Tomb Raider III: Adventures of Lara Croft,10260,PS,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,72,49,6.8,89,M
368,James Bond 007: Agent Under Fire,10220,PS2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,72,27,7.9,48,T
369,LEGO Star Wars: The Video Game,10210,PS2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,72,27,7.9,48,T
370,Rugrats in Paris: The Movie,10285,PS,2000,Action,THQ,1.96,1.33,0,0.23,3.52,72,27,7.9,48,T
371,FIFA Soccer 11,10266,X360,2010,Sports,Electronic Arts,0.71,2.39,0.02,0.4,3.52,88,66,7.5,155,E
372,Spyro 2: Riptos Rage!,10223,PS,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,88,66,7.5,155,E
373,Left 4 Dead,10238,X360,2008,Shooter,Electronic Arts,2.66,0.49,0.05,0.3,3.51,89,67,7.9,1309,M
374,Donkey Kong Country 3: Dixie Kongs Double Trouble!,10230,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,89,67,7.9,1309,M
375,Resident Evil 5,10201,X360,2009,Action,Capcom,2.11,0.93,0.12,0.34,3.5,83,91,7.5,526,M
376,Kung Fu,10245,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,83,91,7.5,526,M
377,Assassins Creed: Brotherhood,10288,X360,2010,Action,Ubisoft,2.85,0.38,0.03,0.24,3.5,89,81,8.3,700,M
378,Battlefield 4,10216,PS3,2013,Shooter,Electronic Arts,1.31,1.42,0.27,0.5,3.5,80,14,5.8,580,M
379,FIFA Soccer 2004,10257,PS2,2003,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,84,20,6.4,76,E
380,Battlefield 4,10278,X360,2013,Shooter,Electronic Arts,2.15,1.02,0.02,0.31,3.49,79,21,5.6,546,M
381,Batman: Arkham Asylum,10209,X360,2009,Action,Eidos Interactive,2.21,0.95,0.02,0.31,3.49,92,78,8.7,1083,T
382,Battlefield: Bad Company 2,10238,X360,2010,Shooter,Electronic Arts,2.1,1.01,0.04,0.32,3.48,88,75,8.6,870,M
383,Gears of War: Ultimate Edition,10215,XOne,2015,Shooter,Microsoft Game Studios,2.78,0.34,0,0.36,3.47,82,74,7.5,570,M
384,Mario & Sonic at the Olympic Winter Games,10265,DS,2009,Sports,Sega,1.21,1.62,0.27,0.37,3.46,82,74,7.5,570,M
385,Guitar Hero: On Tour,10271,DS,2008,Misc,Activision,2.1,1.01,0.01,0.35,3.46,71,70,8.8,29,E10+
386,Clubhouse Games,10292,DS,2006,Misc,Nintendo,0.59,1.79,0.73,0.34,3.45,83,30,8.4,28,E
387,Borderlands,10223,X360,2009,Shooter,Take-Two Interactive,2.4,0.71,0.03,0.29,3.44,84,83,8.2,717,M
388,Monster Hunter 4,10271,3DS,2013,Role-Playing,Capcom,0,0,3.44,0,3.44,84,83,8.2,717,M
389,Assassins Creed Syndicate,10295,PS4,2015,Action,Ubisoft,0.84,2.01,0.07,0.53,3.44,76,86,6.8,1341,M
390,Tekken 4,10255,PS2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,79,23,8.3,126,T
391,Battlefield 1,10202,XOne,2016,Shooter,Electronic Arts,2.14,0.97,0.01,0.32,3.44,87,38,8.1,470,M
392,Metal Gear Solid V: The Phantom Pain,10267,PS4,2015,Action,Konami Digital Entertainment,1.1,1.36,0.49,0.48,3.43,93,86,8.2,3987,M
393,Final Fantasy III,10269,SNES,1994,Role-Playing,SquareSoft,0.86,0,2.55,0.02,3.42,93,86,8.2,3987,M
394,Grand Theft Auto 2,10265,PS,1998,Action,Take-Two Interactive,1.13,2.07,0,0.22,3.42,70,15,8,67,T
395,Spider-Man 2,10294,PS2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,80,50,8.9,109,T
396,F-1 Race,10201,G,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,80,50,8.9,109,T
397,LittleBigPlanet 2,10229,PS3,2011,Platform,Sony Computer Entertainment,1.83,1.05,0.06,0.46,3.4,91,86,8.4,660,E
398,LEGO Batman: The Videogame,10267,X360,2008,Action,Warner Bros. Interactive Entertainment,2.04,1.03,0,0.32,3.4,76,49,7.9,75,E10+
399,FIFA Soccer 2003,10222,PS2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,88,15,6.7,35,E
400,Crash Bash,10235,PS,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,68,12,8.3,100,E
401,Destiny,10253,XOne,2014,Shooter,Activision,2.14,0.92,0,0.31,3.38,75,11,5.5,1736,T
402,Monster Hunter X,10232,3DS,2015,Action,Capcom,0.29,0.23,2.8,0.05,3.37,75,11,5.5,1736,T
403,Final Fantasy XV,10253,PS4,2016,Role-Playing,Square Enix,1.01,1.12,0.81,0.42,3.37,82,102,7.7,2659,T
404,WWF War Zone,10221,PS,1998,Fighting,Acclaim Entertainment,2.47,0.76,0,0.13,3.36,82,102,7.7,2659,T
405,The Legend of Zelda: Majoras Mask,10287,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,82,102,7.7,2659,T
406,Far Cry 3,10273,PS3,2012,Shooter,Ubisoft,0.88,1.7,0.1,0.67,3.35,90,32,8.5,1046,M
407,Rugrats: Search For Reptar,10233,PS,1998,Adventure,THQ,1.63,1.53,0,0.18,3.34,90,32,8.5,1046,M
408,Yokai Watch 2 Ganso/Honke,10274,3DS,2014,Role-Playing,Nintendo,0.13,0,3.18,0.02,3.33,90,32,8.5,1046,M
